"text","createdAt","retweetCount","viewCount"
"A mais nova cliente do @itau https://t.co/ira5yWxSs6","Fri Dec 08 13:57:56 +0000 2023","88","21454"
"Fala tropa, pra quem não sabe o Claudinho é o membro que faz a manutenção, faz a segurança e também cuida dos nossos objetos pessoais quando nao podemos levar no Maracanã, como ato de gratidão está rolando esse presente de natal pra ele deixarei o pix abaixo:
018.475.347-32 
Itaú https://t.co/kfN4JWJgta","Thu Dec 14 22:00:56 +0000 2023","160","45647"
"De acordo com a Veja, o cachê de 13 MILHÕES de dólares, acima de 60 MILHÕES de reais, recebidos por Madonna para estrelar a campanha do Itaú, estabeleceu um recorde no mercado publicitário brasileiro. 

O recorde anterior pertencia a Lewis Hamilton, que recebeu entre 2 e 3 MILHÕES de dólares!","Tue Dec 19 19:42:01 +0000 2023","56","32549"
"entre tantos entendedores, o melhor comentário sobre o rebranding do itau https://t.co/Ck1AueJQNy","Fri Dec 08 16:30:14 +0000 2023","797","230275"
"Itaú fazendo 100 anos em 2024, Madonna celebrando os 40 anos de carreira nos 40 anos de Rock in Rio 

A FIC TÁ PRONTA PODE ENTRAR https://t.co/IL6ziH2p8Y","Wed Dec 06 23:46:05 +0000 2023","98","27058"
"demi lovato no rock in rio 2024 só se o jutes puder se apresentar no palco itaú https://t.co/DRs3BkGo1I","Tue Nov 14 00:33:17 +0000 2023","46","22543"
"🚨URGENTE:

Ex-senador Telmário Mota, Amigo de Bolsonaro, Transferido para Roraima após Prisão por Tentativa de Homicídio contra a Mãe de sua Filha.

Siga este perfil para combater o fascismo.

Moro, Camila, Terroristas, Itaú, Alesp https://t.co/4sjKybg9WH","Thu Dec 07 19:03:44 +0000 2023","180","11565"
"Este relato é de alguém que trabalha no Itaú. Estou recebendo de vários outros bancos também.

Agora vcs entendem pq estão recebendo e-mail com a devolutiva negativa, né? https://t.co/q7UvkA7uyr","Tue Jun 06 11:02:07 +0000 2023","3439","8536935"
"🚨ATENÇÃO: Banco Itaú nega qualquer envolvimento entre a campanha com Madonna e o Rock in Rio:

“A instituição não tem ingerência no casting do festival.” https://t.co/qik7jBJOxW","Fri Dec 08 16:38:35 +0000 2023","11","70020"
"Ou você gostou da logo nova do Itaú ou você tá errado. Só tem duas opções. https://t.co/wlcNgQZY2e","Thu Dec 07 16:10:36 +0000 2023","48","104325"
"Em julho de 2022, André Esteves declarou que gostaria de tornar o BTG Pactual #BPAC11 maior que o Itaú Unibanco #ITUB4, maior banco privado do país.

Ontem, ele ultrapassou o Bradesco #BBDC4 e se tornou o 2º maior banco em valor de mercado listado na B3.

No vídeo, um histórico: https://t.co/KnSzPC4W4o","Tue Aug 08 22:39:06 +0000 2023","14","30058"
"#ITUB4
Gostei do resultado.

Mg. financeira cresceu e ajustando pelo risco também cresceu, sinalizando ganho de eficiencia e nao puramente jogar mais risco na carteira de credito pra render mais.

Inadimplencia 15 a 90 caindo bem, deve refletir na +90 em alguns meses, o que vai melhorar o ROE eventualmente.

Demais setores (seguros, previdencia, capitalizacao) crescendo e ajudando no aumento do lucro.

Basileia bem encorpado, aumentando bastante de um ano pro outro.

Resumindo: ganhou rentabilidade, ganhou eficiencia, inadimplencia em ponto de inflexao, outros setores performando bem e tudo isso aumentando a seguranca do banco","Mon Nov 06 23:08:24 +0000 2023","3","19829"
"Desde 2006 andam juntos. BBDC4 e ITUB4. Agora abriu uma boca de jacaré. 
Será que é divórcio? https://t.co/5hJOP9cDOI","Mon Dec 11 22:03:12 +0000 2023","2","7171"
"Falaram que não devia comparar o tesouro IPCA com o IBOVESPA mas sim com as principais ações vale3, petro4, e bancos (itub4 e bbdc4), comparei o tesouro IPCA 2024 com elas o resultado foi este: https://t.co/JMedVZ4XYO","Mon Mar 13 22:44:40 +0000 2023","6","16311"
"E o Itaú mudou a logo para comemorar o centenário e deixou a cor azul depois de décadas. 

Segundo o banco foram 22 meses de estudo para fazer essa alteração. 

Gostaram?

#ITUB4 https://t.co/4ryZCXXs4C","Thu Dec 07 01:31:49 +0000 2023","1","48501"
"ITUB4 - #ITUB4 - Semanal em cima de uma LTA de 3 anos.

BBDC4 ta quase nos níveis do COVID.

A coisa ta feia. https://t.co/W0jf0B4csh","Tue Dec 13 22:10:31 +0000 2022","4",
"Pessoal precisa lembrar que o indice no Brasil grande peso é Petr4, Vale3, itub4 e bbdc4. 

Petrobras a unica que esta no mesmo valor de 2019. Esses 120k do ibov foi somente petr4 segurando e algumas do small11 tendo repique forte. 

Mas bullmarket mesmo só quando commodities voltarem puxar o minerio, crise de inadimplencia dos bancões passar (RCN 🤡 cortar selic consideravelmente), e balancos das small11 de fato melhorarem, entao economia real só 2024… Porem a bolsa pode ja comecar andar mais forte a partir de nov, essa é minha expectativa. 

Mas agora não vejo indice com grandes movimentos. Ações especificas sim vao ter bastante vol -+40%/60% dependendo dos balanços do 2t23, 3t23.

Essa é minha opniao pessoal, ja que nenhum analista ou influencer fala nada depois de terem errado tudo nos ultimos 3 anos. Por isso que todos viraram analistas politicos com vies, mercado comeu eles. 

*não é recomendação.","Sat Jul 15 19:14:17 +0000 2023","3","36935"
"🤑 RESPEITO resume o balanço do Itaú (#ITUB4) no 4T https://t.co/J2yNPVohF8","Thu Feb 10 23:26:06 +0000 2022","2",
"#ITUB4 - Itaú
COMPRA de 25.610.230 ações PN ao PM de R$ 26,50, totalizando R$ 678.559.763,24. https://t.co/8xt8Vc5P0J","Fri Mar 10 13:38:59 +0000 2023","7","24927"
"Semana quente de resultados. 
Hoje tem #ITUB4 https://t.co/ZMndqgQCkD","Mon Nov 06 10:56:17 +0000 2023","2","3699"
"Primeiro.... obtenha dados confiáveis. 

Exemplo: qual foi o retorno total (considerando proventos, splits e grupamentos) de ações ITUB4 de jan/2010 até ontem?

Fonte 1 diz 37.6%
Fonte 2 diz 203.3%
Fonte 3 diz 144.2%

Qual o correto ? (if any) https://t.co/xe28CD5aRC","Sat Apr 09 22:51:06 +0000 2022","5",
"Retorno de alguns dos melhores ativos e líquidos da bolsa (com os dividendos reinvestidos) desde o início do plano real (29 anos):

WEGE3: 237.000% (equivale a 180% do CDI);
ITUB4: 40.250% (equivalente a 140% do CDI);
VALE3: 31.880% (equivalente a 135% do CDI);
PETR4: 14.840% (equivalente a 116% do CDI).
IBOV: 3.194 (equivalente a 81% do CDI).

Conclusões?","Mon Jul 17 18:31:29 +0000 2023","23","103339"
"Ibovespa esteve em todo lugar do gráfico, hoje: embaixo, em cima, no meio, de lado, etc. Acabou fechando em moderada alta de +0,4%. Destaques para os bancos: Bradesco (BBDC4) +1,58%; Itausa (ITSA4) +0,81%; Itaú/Unibanco (ITUB4) +0,72% e Banco do Brasil (BBAS3) +0,69%. https://t.co/ZnRfomWD7l","Wed Aug 03 20:36:45 +0000 2022","18",
"Estou tomado em ITUB4 por opções com compra de volatilidade...

Tá tão na cara os 30, que dá medo. Concorda? https://t.co/tCDe18WpfL","Sun Jun 18 18:18:44 +0000 2023","2","12095"
"#PETR4 +2,73% #VALE3 +2,34% e #ITUB4 +2,19% carregando o #Ibovespa nas costas hoje. https://t.co/2HJCNUeDpc","Thu Sep 22 19:25:45 +0000 2022","1",
"Em 20 anos #PETR4 #ITUB4 e #VALE3 bateram por muito, CDI , S&amp;P500 e Ibovespa.

Quando retiramos estes ativos de uma carteira que precisa bater o Ibovespa reduzimos a chance. https://t.co/ZrS6ohTSBg","Wed Sep 06 12:44:03 +0000 2023","2","7447"
"ITUB4 com o dobro de volume de PETR e maior que VALE
👀 https://t.co/VQ4F9ewPl3","Thu Jun 29 19:10:40 +0000 2023","1","2431"
"O #Itau fez uma proteção (hedge) de 2 bilhões para se proteger de uma possível vitória do PT nas eleições…

#ITUB4… e você? Já está fazendo alguma proteção para seg portfólio? https://t.co/okbIxtFGYF","Fri Feb 11 21:25:21 +0000 2022","6",
"🧶𝐑𝐞𝐬𝐮𝐥𝐭𝐚𝐝𝐨𝐬 𝐭𝐫𝐢𝐦𝐞𝐬𝐭𝐫𝐚𝐢𝐬 𝐝𝐨 𝐁𝐚𝐧𝐜𝐨 @𝐢𝐭𝐚𝐮  - Siga os 4 tópicos:
📈 Crescimento e rentabilidade 
🏦 Bancões como ótimas opções para carteira
💰 Dividend yield atraente
🎯 Guidance para 2023 reforçado no 1T23
#Bancos #investimentos #itub4
👇👇👇👇 https://t.co/3FXmLU6bbp","Mon May 08 15:37:01 +0000 2023","2","11068"
"#ITUB4 #ITSA4 foi bem… lucro subindo +7%…

Mas ainda quero ver qual o impacto de #AMER pra eles… https://t.co/sYhCRPgnnM","Tue Feb 07 22:05:16 +0000 2023","3","10686"
"🚨URGENTE - Milei oficializa plano de privatizar a YPF, a “Petrobras argentina”, os Correios e mais 39 estatais

No total, 41 estatais foram listadas para  possível privatização https://t.co/FKCdjeCC0L","Thu Dec 28 16:42:20 +0000 2023","336","15635"
"""O mercado não vai gostar da medida adotada pela Petrobrás"".

As ações da Petrobrás agora: https://t.co/AmHchs8CZ4","Tue May 16 14:28:22 +0000 2023","2263","1709586"
"Jean Paul Prates tá se saindo melhor que a encomenda.
Estou hiper convencido que Lula foi cirúrgico ao colocá-lo na presidência da Petrobras.
Aqui ele responde a jornalista e a deixa desconcertada.
 https://t.co/sLglh7PCnd","Sun Dec 31 10:28:45 +0000 2023","889","101678"
"Distribuição de dividendos não é sangria.

Eu como brasileiro prefiro que a a Petrobras pague dividendos para que o Estado utilize esses recursos para fazer políticas públicas, inclusive bancar os 600 reais aos mais necessitados. 

Melhor que comprar Refinaria superfaturada. https://t.co/4fBrOKHIIq","Thu Nov 03 12:55:50 +0000 2022","643",
"DEDO DE QUEM? Daquele que você deve estar imaginando...

Eu amo o povo Baiano. 
Fiquei sabendo que a Refinaria Mataripe, antiga refinaria Landulpho Alves, não irá baixar os preços dos combustíveis como a Petrobras 

Essa refinaria tem o monopólio de combustível no Estado e isso vai dificultar que o povo baiano tenha os benefícios que o povo brasileiro vai ter com a redução dos preços dos combustíveis

Adivinhem o que eu descobri? 
O governo BOLSONARO privatizou a Rlam em março do ano passado para o grupo Mubadala Capital, fundos dos Emirados Árabes Unidos, por US$ 1,65 bilhão. 
De acordo com o Instituto de Estudos Estratégicos de Petróleo, Gás Natural e Biocombustíveis (Ineep), a refinaria foi vendida por um preço 55% ABAIXO DO PREÇO DO MERCADO 

Mais um feito que devemos ao Jair. Por isso que ele foi ""tão bem votado"" na Bahia....","Wed May 17 21:06:43 +0000 2023","1597","759182"
"Pós eleições a Petrobras #PETR4 fez um padrão gráfico chamado de Faz o L. 
-31,66%. https://t.co/Gmb05eX8Ir","Thu Nov 10 15:44:22 +0000 2022","2010",
"☀️
É com muita alegria que informo que foi iniciada, nessa manhã, a perfuração do poço 3-RNS-160 (*denominação corrigida), Pitu Oeste, na Bacia Potiguar, Margem Equatorial Brasil. 
Broca no fundo! Dedos cruzados! 
O futuro já começou! 
A PETROBRAS VOLTOU
🙏🏽🤞🤜🏽🤛🏽

MAIS INFO: 
A lâmina d’água é de 1180 metros e a profundidade total esperada é de 4230m.

Temos a expectativa de atingirmos o reservatório até o final de janeiro.

O outro poço programado é o Anhanguá que fica a aproximadamente 80 km da costa e o início dependerá da duração de Pitu Oeste. Utilizaremos a mesma sonda.

Seguem imagens aceleradas do início da perfuração de Pitu Oeste, hoje pela manhã. 

PS: *Obrigado, atento @luisf_petrofla!","Sat Dec 23 14:06:54 +0000 2023","247","39775"
"Bolsonaro falando da corrupção na Petrobras. A cara do Lula: https://t.co/jGfFcbq85R","Mon Aug 29 00:18:59 +0000 2022","1557",
"Surreal o que aconteceu na Petrobras.

- 27/04: Petrobras nomeia 6 conselheiros, sendo que 3 não poderiam ser indicados, segundo estatuto deles.

- 16/10: Entramos com uma ação pedindo afastamento desses 3 conselheiros por ferir o Próprio Estatuto DELES. https://t.co/FPDfYh3tYC","Fri Dec 01 13:18:33 +0000 2023","68","85394"
"""Se mudar a política de preços, a Petrobrás vai falir"". 

A Petrobrás:","Tue Dec 26 00:46:51 +0000 2023","558","97358"
"Hoje foi um dia de 11 VITÓRIAS consecutivas do governo @LulaOficial 

1. Mudança na Petrobras 
2. Caiu preço da gasolina
3. Caiu preço do diesel
4. Caiu preso do gás de cozinha 
5. Bolsonaro depondo há horas
6. Entrevista vexatória do Valdemar da Costa Neto
7. Deltan sendo julgado pelo TSE
8. Maioria esmagadora de aprovação de governo
9. Maioria esmagadora de aprovação pessoal do presidente 10. Ações da Petrobras SUBIRAM
11. Medidas beneficiando a classe média","Tue May 16 20:03:37 +0000 2023","4675","1297796"
"🚨ATENÇÃO: Procon-DF notifica 13 postos por indícios de aumento abusivo no preço da gasolina. 

Empresários bolsonaristas tentam boicotar o governo e não fazem o reajuste correto que foi anunciado pela Petrobras. https://t.co/JIXSu3CdRv","Mon May 22 22:17:14 +0000 2023","1010","813333"
"Mudando um pouco de assunto… que “despiora” da Petrobras, não?! https://t.co/ogNJknOY6z","Thu Feb 24 20:20:03 +0000 2022","4008",
"Petrobras 2016
Valor de mercado: R$ 68 bi

Petrobras 2022
Valor de mercado: R$ 520 bi
Dividendos: R$ 136 bi","Mon Oct 24 13:00:59 +0000 2022","5075",
"📚 CONCURSO DA PETROBRAS

A Petrobras divulgou hoje (26.12), edital de processo seletivo para diversas áreas de nível técnico, com 916 vagas (20% para PCD e 20% para negros) e remuneração mínima de R$ 5.878,82. 
As vagas são para os estados de São Paulo, Minas Gerais, Rio de Janeiro, Espirito Santo, Paraná, Rio Grande do Sul e Pernambuco.","Tue Dec 26 13:04:21 +0000 2023","87","62930"
"E aí, vcs lembram do ex governador bahiano que comprou 300 respiradores, que nunca foram entregues de uma ""empresa"" de maconha? Pois é,esse gênio da negociata ,será o novo presidente da Petrobras. A ousadia da quadrilha é insuperável. https://t.co/W1DCzWfros","Mon Dec 04 13:31:15 +0000 2023","691","12823"
"A Petrobras divulgou que recebeu R$439 milhões, só no último trimestre, em acordos de leniência da Lava-Jato. Ao todo, foram R$6,7 BILHÕES recuperados dessa forma. 

O chefe da quadrilha que assaltou a estatal estará de volta ano que vem. 🤡 https://t.co/tugUB0A76i","Wed Nov 02 14:01:46 +0000 2022","3514",
"É verdade, o PT provou ser possível lucrar com a Petrobras. Os corruptos todos ligados ao petrolão que o digam... https://t.co/Ub7KL9E993","Fri Jun 17 19:56:52 +0000 2022","2007",
"- Diretor Rafael Chaves e a bilionária corrupção na Petrobrás.
- Pólo GASLUB.
- Itaboraí /RJ, 31 Jan 22. https://t.co/9lTByPFHWb","Mon Jan 31 22:51:07 +0000 2022","7102",
"🚨BOMBA: Bolsa de Valores da Argentina bate recorde e tem seu melhor dia em mais de 22 anos. https://t.co/GGUXOmj7nM","Wed Nov 22 20:00:53 +0000 2023","1015","552673"
"🚨BOMBA: Investidores estrangeiros retiram R$ 2,87 bilhões da Bolsa de Valores em outubro. https://t.co/jGiNiE2i4F","Fri Nov 03 21:07:33 +0000 2023","253","71768"
"Mais um golaço do Brasil de Lula

Dólar cai de novo, fecha a R$ 4,915 e acumula queda de 2,83% na semana.
A bolsa de valores teve a maior alta semanal de 2023, em 5,41%.

Como é mesmo que os bolsonaristas falavam? Com Lula o dólar vai disparar e as bolsas vão despencar?
Coitados https://t.co/i2dqL7BAdk","Fri Apr 14 20:52:21 +0000 2023","1169","86632"
"A Barbara explica a bolsa de valores, melhor que os blogueiros da Globo. https://t.co/p3WGLA2UCQ","Mon Aug 21 12:27:24 +0000 2023","3005","77984"
"🚨URGENTE: Bolsa de Valores da Argentina dispara mais de 20% nas primeiras negociações após vitória de Milei. https://t.co/zUdKFpOxwB","Tue Nov 21 15:13:41 +0000 2023","279","131433"
"🚨URGENTE: Investidores estrangeiros continuam fuga da Bolsa de Valores brasileira e retiram mais R$ 1,1 bi em outubro. https://t.co/dwlpnJ2toh","Sat Oct 07 15:20:16 +0000 2023","130","26635"
"🚨URGENTE: Ações da Merval, na Argentina, mantêm escalada absurda desde eleição de Milei e torna-se bolsa de valores de maior crescimento do mundo no período. https://t.co/fzttvz42I0","Thu Nov 23 20:00:24 +0000 2023","149","27313"
"A Bolsa de Valores no Brasil acumula NOVE quedas consecutivas. O investidor gringo, de forma prudente, retira seu dinheiro de Pindorama. Tudo isso, uma consequência direta da administração pós-carcerária petista. 

Da série “Pobre não come bolsa, só se for Bolsa Família”.🤡 https://t.co/Z2i8LuyNqy","Sun Aug 13 08:50:51 +0000 2023","827","39760"
"🚨França 🇫🇷: Um grupo de manifestantes invadiu a Bolsa de Valores de Paris na manhã desta quinta (20) em protesto contra a reforma previdenciária. https://t.co/3m4hxfaGoo","Thu Apr 20 13:38:25 +0000 2023","251","21089"
"#Zflix 

A história do menino de 18 anos que vende doces na rua e na praia, em Niterói, pra investir na bolsa de valores e conseguir pagar sua faculdade.

Olha a história. 

O menino vai longe ou não? https://t.co/hHfwhJQVph","Mon Sep 18 19:41:00 +0000 2023","43","53138"
"Ele fez :

- Enfrentou Pandemia, Guerra, Seca 
- Estabilizou a economia 
- Nenhum caso de corrupção comprovado 
- Recordes de arrecadação com menor custo de gov. da história 
- Empresas da Bolsa de valores com recordes de lucro 
- Entregou PIB positivo com superavit nas contas https://t.co/wwMCfhqUOf","Fri Aug 18 19:48:49 +0000 2023","765","29255"
"Sabadou galera ! 

Hoje acordei igual Bolsa de Valores

Valorizando ações, não palavras https://t.co/11CDc53zGj","Sat Sep 23 12:35:23 +0000 2023","155","218984"
"charts de cantora pop é bolsa de valores pra gays….. que bobajada https://t.co/IP7FReG4NQ","Mon Jun 26 12:33:05 +0000 2023","108","33829"
"Todos os indicadores mostram um colapso economico em breve 
- 13 quedas seguidas na bolsa de valores
- Faltando Diesel no Brasil
- Evasão recorde de capital em Julho
- Deficit de 77 bilhões até agora 
- Prejuizo na estatais 
... https://t.co/YG3WVPe6Sh","Sun Aug 20 21:48:54 +0000 2023","2751","200921"
"Informação do dia: a bolsa de valores brasileira é menor do que a da Índia e Irã. https://t.co/Y3pL7mAXwY","Mon Jul 31 13:11:25 +0000 2023","47","105190"
"🚨Empresas dando adeus à Bolsa de Valores é um péssimo sinal.

A empresa compra todas as ações que estão no mercado e cai fora.

Cenário de um país desacreditado e que empresas deixarão o Brasil‼️ https://t.co/16Y2BvLFjd","Mon Jul 24 10:05:55 +0000 2023","373","13186"
"A bolsa de valores do pequeno Vietnã só foi criada em 2005 e já conta com 848 empresas listadas, mais do que o dobro da nossa que existe há mais de 100 anos.  

O mercado de capitais e suas diversas bolsas permitem que pequenos e médios empreendedores tenham acesso a capital da própria sociedade e que a sociedade tenha acesso a participar dessas oportunidades. Isso é o que um mercado de capitais, de verdade, deveria fazer; aproximar e interligar.

Cresceu muito o numero de investidores individuais no Brasil mas o numero de empresas com capital aberto vem caindo.  Nesse aspecto estamos indo no sentido oposto; restringindo e distanciando.

Há vários gargalos tributários e regulamentares. Todos requerem iniciativa legislativa. Vamos nessa.","Mon May 15 10:52:58 +0000 2023","645","141933"
"As 13 quedas consecutivas da Bolsa de Valores são, no mínimo, uma ironia, para não dizer um alerta do risco prenunciado de mais um governo do PT no comando do país. Essa ""coincidência"" só reforça a necessidade de estarmos sempre atentos e lutarmos por um Brasil com mais progresso e menos retrocessos.

A economia nos dá sinais, e devemos interpretá-los corretamente para garantir um futuro próspero para a nossa nação. O Brasil precisa de mais responsabilidade fiscal e comprometimento com nossa economia, não o contrário.","Sat Aug 19 13:23:50 +0000 2023","552","26023"
"CONSTRANGEDORA a situação da bolsa de valores brasileira.","Thu Aug 17 20:45:54 +0000 2023","204","50144"
"#BBAS3 #BBDC4 
Sempre o Bradescao ta la no topo nessas furadas, pqp kkkkkk
Pelo menos sao só 9,6 mi. https://t.co/UrkbCCZZez","Wed Aug 30 19:30:31 +0000 2023","8","102224"
"Banco do Brasil (BBAS3) vai splitar 2/1.

Ou seja, se você hoje tem 100 ações a R$ 54. Passará a ter 200 a R$ 27.

Na prática estão dividindo a pizza em mais pedaços. Então não se assuste. https://t.co/YW2dlmv9hr","Fri Dec 08 12:02:49 +0000 2023","12","58874"
"#BBAS3
Assim como foi com Bradesco, minha tese com BB é de ser do contra. Vir aqui falar bem do que ta subindo e do que todo mundo gosta é facil, mas vim trazer um contraponto pra fomentar a discussão e falar do que ninguem gosta de lembrar.

O ROE do BB chegou no maior nível da década, com um salto forte em 2022 em função de diversos fatores, mas vou dar um foco maior pro agro, que foi bastante impulsionado pelo aumento nos preços dos graos. Com a queda nesses preços, talvez o ROE dê uma penada, caso tenhamos problemas no pagamento dos funcionários públicos, talvez o negócio pode ser ainda pior.

Quando olhamos pra carteira de crédito, o spread ajustado pelo risco também está reduzindo, ou seja, para manter o spread nominal, estão tomando bastante risco.

Isso reflete diretamente na inadimplência, que apesar de ser menor do que os concorrentes, está aumentando em um ritmo relativamente alto pro histórico do banco.

Por fim, a cobertura do banco está reduzindo, o que torna ele mais exposto a uma eventual PDD.

Resumindo: acho que o ROE tenha feito topo, o banco ta tomando muito mais risco pra sustentar o nivel atual, refletindo na inadimplencia crescente e suas ""defesas"" como o índice de cobertura e o Basileia estão reduzindo.","Sun Sep 10 15:43:37 +0000 2023","7","66881"
"BBAS3: Existem balanços e existe isso aqui. Impressionante! https://t.co/ZKpXPUGht5","Wed Nov 09 22:27:39 +0000 2022","21",
"BBAS3 com P/L 3,87 para esse ano no ponto médio do guidance! https://t.co/s0KwgeLGnr","Mon Feb 14 21:43:11 +0000 2022","17",
"#BBAS3
Não sou muito fã do banco no ciclo atual, mas esse dado é interessante e mostra o tanto que o BB tava amassado.

Colocando o preço atual do Banco do Brasil (R$ 54,61) no modelo, ele precisaria entregar 14,0% de ROE para se justificar, algo tranquilo dado o histórico, mas que ainda pode dar uma insegurança.

Agora vem o dado ""bizarro"": o banco entre 2020 e 2022 ficou rodando entre 25/30 reais. Pra valer isso o ROE deveria ser 7,0% pra sempre.

Ou seja, o mercado passou quase 3 anos precificando que o ROE do BB ia ficar abaixo do pior ano da empresa (pra sempre).

É esse tipo de assimetria que busco usando o valuation ""reverso"". Não levo meses modelando cada linha pra saber se virá 10%, 15% ou 20% de ROE. Se viesse mais do que 7% já servia pra mim.

Mesmo assim, o investidor precisou segurar o papel por TRÊS ANOS até ver algum retorno, dando ainda mais importância pro post que fiz sobre alavancagem e paciência.","Sun Dec 17 12:34:54 +0000 2023","8","46914"
"BBAS3 - A imagem dispensa comentários: https://t.co/NI41t50qnM","Wed May 11 21:42:41 +0000 2022","3",
"BBAS3 com resultado espetacular, superando Itaú e Bradesco no trimestre! https://t.co/SSf5XTvYJo","Wed Aug 10 21:56:49 +0000 2022","12",
"Estamos no caminho certo 🤡🤡🤡
#ibov #PETR4 #bbas3 https://t.co/njpYg2eLPU","Wed Dec 14 17:01:52 +0000 2022","120",
"Ja que muita gente pediu, segue uma carteira de 20 açoes para os proximos 2-5 anos com 10 melhores de divo11 e smal11 na minha opniao: 

Petr4
Vale3
Cmin3
Goau4
Itsa4
Bbas3
Pssa3
Egie3
Cmig3
Unip6
Smto3
Slce3
Embr3
Eztc3
Ceab3
Pomo4
Rapt4
Kple3
Leve3
Tupy3 

Eu alocaria 60% igualmente nas 10 primeiras e 40% igualmente nas outras. 

Reinvestiria os dividendos trimestrealmente igualmente entre elas. Enquanto isso coolocaria os dividendos em imab11.

E ai o que acham? Quais tirariam ou adicionariam? 

Obs: Não é recomendaçao!!","Thu Aug 24 15:31:26 +0000 2023","18","93689"
"BBAS3: resultado forte. https://t.co/FEAmQMwZUd","Wed May 11 22:21:13 +0000 2022","4",
"Rapaziada de BBAS3 de olho ae. https://t.co/tQAMJJdcqX","Thu Aug 18 20:15:31 +0000 2022","39",
"Banco do Brasil 🚀🚀🚀🚀 #bbas3 https://t.co/Bg9mIUfvSl","Mon Oct 03 13:41:33 +0000 2022","13",
"Triste dia para quem não tem Banco do Brasil #BBAS3 na carteira. Foi, de longe, um dos melhores resultados do setor financeiro que vi até o momento!

O crescimento da carteira, sobretudo da Agro, já havia sido adiantado nas nossas lives de prévias de resultados do 4T21. https://t.co/OnCOhaRKr9","Mon Feb 14 22:57:57 +0000 2022","7",
"Se o lucro do Banco do Brasil #BBAS3 não crescer pelos próximos 05 anos, ainda assim você pode ganhar ~15% ao ano.

Interessante. https://t.co/9eLSfNuIUf","Fri Jan 07 02:56:36 +0000 2022","10",
"VALE A PENA SEGUIR LUIZ BARSI?

Considerando o portfólio com pesos iguais, me parece que sim

UNIP6 
Sanb11 
KLBN11 
BBAS3
TRPL4 
TAEE11 
TASA4 
IRBR3 
CIEL3
ELET3 
VBBR3 https://t.co/ZAbl4fZrw1","Sat Jun 17 13:47:11 +0000 2023","30","185412"
"BBAS3: na máxima de 12 meses. https://t.co/V3Yg6Sf6kv","Fri May 20 15:27:33 +0000 2022","2",
"#BBAS3
Começou.... https://t.co/q9npj4Of6S","Mon Jan 23 20:10:00 +0000 2023","7","12119"
"Bom dia para você acionista de BBAS3. https://t.co/vdJz95iU95","Fri May 27 12:36:01 +0000 2022","13",
"Sextou para o acionista de BBAS3. https://t.co/XRaAWV2vZD","Fri May 26 20:14:33 +0000 2023","6","19902"
"-Culpados pela DESGRAÇA que é o @Atletico 
Lula
Kalil
Dilma
PBH
Coudet
Mercurio Retrogrado
Covid
Vale SA
Nintendo
Albert Einstein 

-Inocentes
Amansados
4R's
Rainha da inglaterra","Sat Jul 08 23:20:39 +0000 2023","74","11490"
"@conexaopolitica Cena histórica! Parabéns patriotas","Sun Jan 08 18:14:23 +0000 2023","4","34510"
"Sim...lula criticava a ação de Lech Valesa, mas copiava o que lhe convinha. O que fascinava artistas, jornalistas, intelectuais, na época, era o conceito utópico de 'igualdade social',  embora nenhum deles, em sua maioria, tivesse contato algum com povo de verdade. Muitos dessa velha guarda continuam por aí, enchendo o saco, inventando notícia e fumando a mesma maconha estragada.","Tue Sep 19 17:40:32 +0000 2023","9","1068"
"@marcoangeli Bem, era o sindicalista arruaceiro da grreve do ABC... PT na época ainda era o partido dos “acadêmicos” &amp; intelectuais das universidades... abrigaram Lula pq era o Lech Valesa tupiniquim...","Tue Sep 19 17:32:32 +0000 2023","2","907"
"CHINA/VALE3/MINÉRIO DE FERRO

ALGUNS DESTAQUES PARA A SEMANA.

1 - Efeito do Scrap do Minério
2 - Tendência de estoque
3 - Dados da semana
4 - Governo tentando sair do ""isolamento""
5 - Beijing incomodada com Dalian
6 - Até quando vai o rally? https://t.co/20XHJnvvv5","Mon Nov 13 01:19:12 +0000 2023","10","22191"
"o pior de tudo é que eles fazem isso na cara dura e muita pessoa física acaba se dando mal #vale3 https://t.co/lIDLXSlD0t","Wed Feb 01 13:55:26 +0000 2023","39","93897"
"VALE3/CHINA/MINÉRIO DE FERRO

Você sabe por que o julgamento da Evergrande 'micou'? Lobby. 
Apesar do julgamento ser em Hong Kong, teoricamente um país à parte, a influência de Pequim é gigante. A empresa não tem salvação, mas uma liquidação traria pressões que Pequim não deseja, principalmente agora. Seria um problema maior em um setor que já sofre há tempos.","Wed Dec 06 00:04:38 +0000 2023","6","4502"
"CHINA REPORT #10

TUDO QUE VOCÊ PRECISA SABER DO MERCADO CHINÊS ATÉ O FINAL DO ANO! 

-VALE3
-MINÉRIO DE FERRO
-MERCADO IMOBILIÁRIO
-PERSPECTIVAS

ACOMPANHE ATÉ O FINAL! https://t.co/l8LFHyPXTK","Sun Oct 01 23:25:58 +0000 2023","38","93784"
